"","date","WLFC"
"1","2007-01-03",10.28
"2","2007-01-04",10.39
"3","2007-01-05",10.46
"4","2007-01-08",10.42
"5","2007-01-09",10.4
"6","2007-01-10",10.5
"7","2007-01-11",10.51
"8","2007-01-12",10.51
"9","2007-01-16",10.4
"10","2007-01-17",10.23
"11","2007-01-18",10.19
"12","2007-01-19",10.2
"13","2007-01-22",10.41
"14","2007-01-23",10.34
"15","2007-01-24",10.27
"16","2007-01-25",10.2
"17","2007-01-26",10.25
"18","2007-01-29",10.18
"19","2007-01-30",10.22
"20","2007-01-31",10.18
"21","2007-02-01",10.46
"22","2007-02-02",10.45
"23","2007-02-05",10.5
"24","2007-02-06",10.5
"25","2007-02-07",10.5
"26","2007-02-08",10.53
"27","2007-02-09",10.4
"28","2007-02-12",10.45
"29","2007-02-13",10.48
"30","2007-02-14",10.53
"31","2007-02-15",10.51
"32","2007-02-16",10.5
"33","2007-02-20",10.49
"34","2007-02-21",10.6
"35","2007-02-22",10.5
"36","2007-02-23",10.2
"37","2007-02-26",10.26
"38","2007-02-27",10.5
"39","2007-02-28",10.5
"40","2007-03-01",10.52
"41","2007-03-02",10.31
"42","2007-03-05",10.09
"43","2007-03-06",10.31
"44","2007-03-07",10.44
"45","2007-03-08",10.5
"46","2007-03-09",10.3
"47","2007-03-12",10.19
"48","2007-03-13",10.16
"49","2007-03-14",10.3
"50","2007-03-15",10.25
"51","2007-03-16",10.24
"52","2007-03-19",10.25
"53","2007-03-20",10.37
"54","2007-03-21",10.35
"55","2007-03-22",10.32
"56","2007-03-23",10.59
"57","2007-03-26",10.25
"58","2007-03-27",10.3
"59","2007-03-28",10.3
"60","2007-03-29",10.31
"61","2007-03-30",10.31
"62","2007-04-02",10.45
"63","2007-04-03",10.6
"64","2007-04-04",10.64
"65","2007-04-05",10.47
"66","2007-04-09",10.59
"67","2007-04-10",10.5
"68","2007-04-11",10.5
"69","2007-04-12",10.5
"70","2007-04-13",10.45
"71","2007-04-16",10.2
"72","2007-04-17",10.27
"73","2007-04-18",10.4
"74","2007-04-19",10.3
"75","2007-04-20",10.3
"76","2007-04-23",10.25
"77","2007-04-24",10.3
"78","2007-04-25",10.43
"79","2007-04-26",10.4
"80","2007-04-27",10.61
"81","2007-04-30",10.54
"82","2007-05-01",10.58
"83","2007-05-02",10.6
"84","2007-05-03",10.84
"85","2007-05-04",10.75
"86","2007-05-07",11.32
"87","2007-05-08",11.17
"88","2007-05-09",11.56
"89","2007-05-10",11.4
"90","2007-05-11",11.43
"91","2007-05-14",11.45
"92","2007-05-15",11.92
"93","2007-05-16",11.81
"94","2007-05-17",11.68
"95","2007-05-18",11.76
"96","2007-05-21",11.69
"97","2007-05-22",11.6
"98","2007-05-23",11.37
"99","2007-05-24",11.39
"100","2007-05-25",10.8
"101","2007-05-29",11.12
"102","2007-05-30",11.34
"103","2007-05-31",11.12
"104","2007-06-01",11.35
"105","2007-06-04",11.33
"106","2007-06-05",11.33
"107","2007-06-06",11.05
"108","2007-06-07",11
"109","2007-06-08",11.13
"110","2007-06-11",10.91
"111","2007-06-12",10.98
"112","2007-06-13",11
"113","2007-06-14",11.15
"114","2007-06-15",11
"115","2007-06-18",11.03
"116","2007-06-19",11.15
"117","2007-06-20",11.17
"118","2007-06-21",11
"119","2007-06-22",11.13
"120","2007-06-25",11.4
"121","2007-06-26",11.26
"122","2007-06-27",11.65
"123","2007-06-28",11.58
"124","2007-06-29",11.62
"125","2007-07-02",12.23
"126","2007-07-03",12.2
"127","2007-07-05",12.71
"128","2007-07-06",13.35
"129","2007-07-09",14.03
"130","2007-07-10",14.28
"131","2007-07-11",13.88
"132","2007-07-12",13.51
"133","2007-07-13",12.92
"134","2007-07-16",13.3
"135","2007-07-17",12.96
"136","2007-07-18",12.61
"137","2007-07-19",12.8
"138","2007-07-20",13.15
"139","2007-07-23",13.27
"140","2007-07-24",13.33
"141","2007-07-25",13.25
"142","2007-07-26",12.53
"143","2007-07-27",12.5
"144","2007-07-30",12.75
"145","2007-07-31",12.59
"146","2007-08-01",12.57
"147","2007-08-02",12.72
"148","2007-08-03",12.6
"149","2007-08-06",12.36
"150","2007-08-07",12.26
"151","2007-08-08",12.27
"152","2007-08-09",12.06
"153","2007-08-10",11.19
"154","2007-08-13",13.35
"155","2007-08-14",13.25
"156","2007-08-15",13.17
"157","2007-08-16",12.71
"158","2007-08-17",12.69
"159","2007-08-20",12.55
"160","2007-08-21",13
"161","2007-08-22",13.3
"162","2007-08-23",13.63
"163","2007-08-24",13.37
"164","2007-08-27",13.11
"165","2007-08-28",12.63
"166","2007-08-29",12.69
"167","2007-08-30",13.4
"168","2007-08-31",12.9
"169","2007-09-04",13.55
"170","2007-09-05",13.54
"171","2007-09-06",14.21
"172","2007-09-07",13.65
"173","2007-09-10",14.24
"174","2007-09-11",13.95
"175","2007-09-12",13.9
"176","2007-09-13",13.9
"177","2007-09-14",13.9
"178","2007-09-17",13.41
"179","2007-09-18",13.8
"180","2007-09-19",13.8
"181","2007-09-20",13.85
"182","2007-09-21",13.88
"183","2007-09-24",13.49
"184","2007-09-25",13.44
"185","2007-09-26",13.34
"186","2007-09-27",13.44
"187","2007-09-28",14.84
"188","2007-10-01",15.48
"189","2007-10-02",15.63
"190","2007-10-03",15.53
"191","2007-10-04",15.32
"192","2007-10-05",15.47
"193","2007-10-08",15.47
"194","2007-10-09",15.7
"195","2007-10-10",15.85
"196","2007-10-11",15.66
"197","2007-10-12",15.75
"198","2007-10-15",15.03
"199","2007-10-16",15.68
"200","2007-10-17",16.4
"201","2007-10-18",16.370001
"202","2007-10-19",16.01
"203","2007-10-22",15.88
"204","2007-10-23",15.09
"205","2007-10-24",15.1
"206","2007-10-25",15.3
"207","2007-10-26",15.33
"208","2007-10-29",15.35
"209","2007-10-30",15.19
"210","2007-10-31",15.18
"211","2007-11-01",15.23
"212","2007-11-02",14.7
"213","2007-11-05",14.75
"214","2007-11-06",14.55
"215","2007-11-07",14.56
"216","2007-11-08",13.9
"217","2007-11-09",14.66
"218","2007-11-12",14.06
"219","2007-11-13",13.67
"220","2007-11-14",14
"221","2007-11-15",14
"222","2007-11-16",14.06
"223","2007-11-19",14
"224","2007-11-20",13.27
"225","2007-11-21",13.4
"226","2007-11-23",13.7
"227","2007-11-26",13.4
"228","2007-11-27",12.9
"229","2007-11-28",12.96
"230","2007-11-29",13.17
"231","2007-11-30",13.1
"232","2007-12-03",12.95
"233","2007-12-04",12.81
"234","2007-12-05",12.89
"235","2007-12-06",12.89
"236","2007-12-07",12.92
"237","2007-12-10",12.96
"238","2007-12-11",12.86
"239","2007-12-12",12.38
"240","2007-12-13",11.86
"241","2007-12-14",11.63
"242","2007-12-17",11.18
"243","2007-12-18",11.5
"244","2007-12-19",12.15
"245","2007-12-20",11.66
"246","2007-12-21",12.03
"247","2007-12-24",11.65
"248","2007-12-26",12.1
"249","2007-12-27",12.3
"250","2007-12-28",12.49
"251","2007-12-31",12.54
"252","2008-01-02",12.57
"253","2008-01-03",12.46
"254","2008-01-04",12.31
"255","2008-01-07",12.09
"256","2008-01-08",12.45
"257","2008-01-09",12.6
"258","2008-01-10",12.6
"259","2008-01-11",12.67
"260","2008-01-14",12.58
"261","2008-01-15",12.36
"262","2008-01-16",12.31
"263","2008-01-17",12.09
"264","2008-01-18",12.15
"265","2008-01-22",12.15
"266","2008-01-23",12.11
"267","2008-01-24",12.3
"268","2008-01-25",12.44
"269","2008-01-28",12.53
"270","2008-01-29",12.53
"271","2008-01-30",13.4
"272","2008-01-31",13.63
"273","2008-02-01",13.53
"274","2008-02-04",13.9
"275","2008-02-05",14.11
"276","2008-02-06",13.56
"277","2008-02-07",13.64
"278","2008-02-08",13.68
"279","2008-02-11",13.8
"280","2008-02-12",13.72
"281","2008-02-13",13.58
"282","2008-02-14",13.56
"283","2008-02-15",13.11
"284","2008-02-19",12.9
"285","2008-02-20",13.13
"286","2008-02-21",12.99
"287","2008-02-22",12.67
"288","2008-02-25",12.6
"289","2008-02-26",12.87
"290","2008-02-27",12.78
"291","2008-02-28",12.77
"292","2008-02-29",12.4
"293","2008-03-03",12.74
"294","2008-03-04",12.45
"295","2008-03-05",11.96
"296","2008-03-06",12.01
"297","2008-03-07",12.1
"298","2008-03-10",12.09
"299","2008-03-11",12.05
"300","2008-03-12",12.89
"301","2008-03-13",13.35
"302","2008-03-14",12.9
"303","2008-03-17",12.31
"304","2008-03-18",12.4
"305","2008-03-19",12.66
"306","2008-03-20",12.86
"307","2008-03-24",13.29
"308","2008-03-25",13.5
"309","2008-03-26",13.71
"310","2008-03-27",12.98
"311","2008-03-28",12.81
"312","2008-03-31",12.57
"313","2008-04-01",12.8
"314","2008-04-02",13.06
"315","2008-04-03",13.11
"316","2008-04-04",13.26
"317","2008-04-07",13.36
"318","2008-04-08",13.59
"319","2008-04-09",13.3
"320","2008-04-10",13.24
"321","2008-04-11",13.45
"322","2008-04-14",13.32
"323","2008-04-15",13.2
"324","2008-04-16",13.06
"325","2008-04-17",12.87
"326","2008-04-18",12.94
"327","2008-04-21",12.95
"328","2008-04-22",12.87
"329","2008-04-23",12.71
"330","2008-04-24",12.67
"331","2008-04-25",12.5
"332","2008-04-28",12.6
"333","2008-04-29",12.41
"334","2008-04-30",12.23
"335","2008-05-01",12.64
"336","2008-05-02",12.4
"337","2008-05-05",12.05
"338","2008-05-06",11.8
"339","2008-05-07",11.04
"340","2008-05-08",10.77
"341","2008-05-09",10.75
"342","2008-05-12",10.95
"343","2008-05-13",10.98
"344","2008-05-14",11.05
"345","2008-05-15",10.85
"346","2008-05-16",10.89
"347","2008-05-19",10.94
"348","2008-05-20",11.05
"349","2008-05-21",10.8
"350","2008-05-22",10.87
"351","2008-05-23",10.8
"352","2008-05-27",10.99
"353","2008-05-28",11.02
"354","2008-05-29",11.15
"355","2008-05-30",11.01
"356","2008-06-02",11.11
"357","2008-06-03",11.47
"358","2008-06-04",11.18
"359","2008-06-05",11
"360","2008-06-06",11
"361","2008-06-09",10.62
"362","2008-06-10",10.59
"363","2008-06-11",10.67
"364","2008-06-12",10.5
"365","2008-06-13",10.57
"366","2008-06-16",10.59
"367","2008-06-17",10.72
"368","2008-06-18",10.5
"369","2008-06-19",10.61
"370","2008-06-20",10.46
"371","2008-06-23",10.3
"372","2008-06-24",10
"373","2008-06-25",10.1
"374","2008-06-26",10.25
"375","2008-06-27",10.14
"376","2008-06-30",10.68
"377","2008-07-01",10.7
"378","2008-07-02",10.75
"379","2008-07-03",10.53
"380","2008-07-07",10.37
"381","2008-07-08",9.91
"382","2008-07-09",9.53
"383","2008-07-10",9.6
"384","2008-07-11",9.7
"385","2008-07-14",9.76
"386","2008-07-15",9.76
"387","2008-07-16",9.99
"388","2008-07-17",9.34
"389","2008-07-18",9.49
"390","2008-07-21",9.53
"391","2008-07-22",9.62
"392","2008-07-23",9.76
"393","2008-07-24",9.57
"394","2008-07-25",9.6
"395","2008-07-28",9.94
"396","2008-07-29",9.84
"397","2008-07-30",9.78
"398","2008-07-31",9.3
"399","2008-08-01",9.2
"400","2008-08-04",9.05
"401","2008-08-05",9.6
"402","2008-08-06",9.42
"403","2008-08-07",8.87
"404","2008-08-08",8.85
"405","2008-08-11",10.26
"406","2008-08-12",10.7
"407","2008-08-13",10.78
"408","2008-08-14",11
"409","2008-08-15",11.5
"410","2008-08-18",12.04
"411","2008-08-19",11.98
"412","2008-08-20",11.95
"413","2008-08-21",12
"414","2008-08-22",11.97
"415","2008-08-25",12.11
"416","2008-08-26",12.02
"417","2008-08-27",12
"418","2008-08-28",12.25
"419","2008-08-29",12.38
"420","2008-09-02",12.6
"421","2008-09-03",12.65
"422","2008-09-04",12.73
"423","2008-09-05",12.71
"424","2008-09-08",12.77
"425","2008-09-09",12.75
"426","2008-09-10",12.88
"427","2008-09-11",12.81
"428","2008-09-12",12.69
"429","2008-09-15",12.59
"430","2008-09-16",12.65
"431","2008-09-17",12.61
"432","2008-09-18",12.61
"433","2008-09-19",12.67
"434","2008-09-22",12.61
"435","2008-09-23",12.7
"436","2008-09-24",12.29
"437","2008-09-25",12.29
"438","2008-09-26",12.01
"439","2008-09-29",11.56
"440","2008-09-30",11.17
"441","2008-10-01",11.17
"442","2008-10-02",11
"443","2008-10-03",10.95
"444","2008-10-06",11.12
"445","2008-10-07",10.88
"446","2008-10-08",10.75
"447","2008-10-09",10.05
"448","2008-10-10",12.95
"449","2008-10-13",12.48
"450","2008-10-14",12.19
"451","2008-10-15",12
"452","2008-10-16",11.28
"453","2008-10-17",12.01
"454","2008-10-20",11.92
"455","2008-10-21",11.87
"456","2008-10-22",11.74
"457","2008-10-23",11.87
"458","2008-10-24",11.59
"459","2008-10-27",11.53
"460","2008-10-28",11.53
"461","2008-10-29",11.7
"462","2008-10-30",12.49
"463","2008-10-31",12.74
"464","2008-11-03",12.9
"465","2008-11-04",13.37
"466","2008-11-05",13.37
"467","2008-11-06",12.79
"468","2008-11-07",12.2
"469","2008-11-10",12.25
"470","2008-11-11",11.69
"471","2008-11-12",11.67
"472","2008-11-13",11.02
"473","2008-11-14",10.7
"474","2008-11-17",10.03
"475","2008-11-18",10.16
"476","2008-11-19",9.85
"477","2008-11-20",9.3
"478","2008-11-21",8.91
"479","2008-11-24",8.8
"480","2008-11-25",8.71
"481","2008-11-26",8.94
"482","2008-11-28",8.96
"483","2008-12-01",8.81
"484","2008-12-02",9.24
"485","2008-12-03",9.26
"486","2008-12-04",9.24
"487","2008-12-05",9
"488","2008-12-08",9
"489","2008-12-09",8.5
"490","2008-12-10",8.6
"491","2008-12-11",8.49
"492","2008-12-12",8.13
"493","2008-12-15",8.25
"494","2008-12-16",8.6
"495","2008-12-17",8.75
"496","2008-12-18",8.86
"497","2008-12-19",8.81
"498","2008-12-22",8.5
"499","2008-12-23",8.25
"500","2008-12-24",8.38
"501","2008-12-26",8.39
"502","2008-12-29",8.48
"503","2008-12-30",9.15
"504","2008-12-31",9.27
"505","2009-01-02",9.65
"506","2009-01-05",9.22
"507","2009-01-06",9.42
"508","2009-01-07",9.41
"509","2009-01-08",9.25
"510","2009-01-09",9.13
"511","2009-01-12",9.08
"512","2009-01-13",9.08
"513","2009-01-14",9.06
"514","2009-01-15",9.31
"515","2009-01-16",9.01
"516","2009-01-20",8.92
"517","2009-01-21",8.69
"518","2009-01-22",8.7
"519","2009-01-23",8.54
"520","2009-01-26",8.51
"521","2009-01-27",8.65
"522","2009-01-28",8.8
"523","2009-01-29",8.77
"524","2009-01-30",9.44
"525","2009-02-02",9.44
"526","2009-02-03",9.56
"527","2009-02-04",9.4
"528","2009-02-05",8.6
"529","2009-02-06",8.55
"530","2009-02-09",8.53
"531","2009-02-10",8.43
"532","2009-02-11",8.7
"533","2009-02-12",8.25
"534","2009-02-13",8.95
