"","date","LDL"
"1","2007-01-03",10.75
"2","2007-01-04",10.78
"3","2007-01-05",10.63
"4","2007-01-08",10.59
"5","2007-01-09",10.68
"6","2007-01-10",10.8
"7","2007-01-11",11.22
"8","2007-01-12",11.25
"9","2007-01-16",12.04
"10","2007-01-17",12.12
"11","2007-01-18",12.41
"12","2007-01-19",12.49
"13","2007-01-22",12.64
"14","2007-01-23",12.97
"15","2007-01-24",13.31
"16","2007-01-25",13.28
"17","2007-01-26",12.99
"18","2007-01-29",13.19
"19","2007-01-30",13.34
"20","2007-01-31",13.39
"21","2007-02-01",13.18
"22","2007-02-02",13.5
"23","2007-02-05",13.53
"24","2007-02-06",13.73
"25","2007-02-07",13.63
"26","2007-02-08",13.5
"27","2007-02-09",13.75
"28","2007-02-12",14.13
"29","2007-02-13",13.65
"30","2007-02-14",13.81
"31","2007-02-15",13.84
"32","2007-02-16",13.58
"33","2007-02-20",13.12
"34","2007-02-21",13.93
"35","2007-02-22",14.44
"36","2007-02-23",14.42
"37","2007-02-26",13.56
"38","2007-02-27",13.78
"39","2007-02-28",14.19
"40","2007-03-01",14.11
"41","2007-03-02",13.53
"42","2007-03-05",12.64
"43","2007-03-06",14.18
"44","2007-03-07",14.36
"45","2007-03-08",13.91
"46","2007-03-09",13.89
"47","2007-03-12",13.95
"48","2007-03-13",13.85
"49","2007-03-14",13.8
"50","2007-03-15",13.89
"51","2007-03-16",13.62
"52","2007-03-19",14
"53","2007-03-20",14.69
"54","2007-03-21",15.09
"55","2007-03-22",15.13
"56","2007-03-23",15.07
"57","2007-03-26",14.97
"58","2007-03-27",15.4
"59","2007-03-28",15.51
"60","2007-03-29",16
"61","2007-03-30",15.89
"62","2007-04-02",16.74
"63","2007-04-03",16.49
"64","2007-04-04",16.809999
"65","2007-04-05",16.82
"66","2007-04-09",17.139999
"67","2007-04-10",16.889999
"68","2007-04-11",16.9
"69","2007-04-12",17
"70","2007-04-13",17.08
"71","2007-04-16",17.41
"72","2007-04-17",17.459999
"73","2007-04-18",17.620001
"74","2007-04-19",17.59
"75","2007-04-20",17.98
"76","2007-04-23",17.99
"77","2007-04-24",18.07
"78","2007-04-25",18.459999
"79","2007-04-26",18.129999
"80","2007-04-27",15.66
"81","2007-04-30",14.54
"82","2007-05-01",13.95
"83","2007-05-02",14.62
"84","2007-05-03",14.52
"85","2007-05-04",14.33
"86","2007-05-07",14.29
"87","2007-05-08",14.28
"88","2007-05-09",14.89
"89","2007-05-10",14.63
"90","2007-05-11",14.64
"91","2007-05-14",14.55
"92","2007-05-15",13.93
"93","2007-05-16",13.85
"94","2007-05-17",14.41
"95","2007-05-18",13.99
"96","2007-05-21",14.62
"97","2007-05-22",15.04
"98","2007-05-23",14.66
"99","2007-05-24",14.27
"100","2007-05-25",14.53
"101","2007-05-29",14.06
"102","2007-05-30",14.1
"103","2007-05-31",14.11
"104","2007-06-01",14.6
"105","2007-06-04",14.79
"106","2007-06-05",14.5
"107","2007-06-06",14.05
"108","2007-06-07",13.91
"109","2007-06-08",14.04
"110","2007-06-11",14.07
"111","2007-06-12",13.81
"112","2007-06-13",14.15
"113","2007-06-14",13.81
"114","2007-06-15",14
"115","2007-06-18",14.03
"116","2007-06-19",14.5
"117","2007-06-20",14.31
"118","2007-06-21",14.17
"119","2007-06-22",13.9
"120","2007-06-25",13.81
"121","2007-06-26",14.4
"122","2007-06-27",14.65
"123","2007-06-28",14.75
"124","2007-06-29",14.61
"125","2007-07-02",15.01
"126","2007-07-03",15.35
"127","2007-07-05",15.09
"128","2007-07-06",14.93
"129","2007-07-09",15.32
"130","2007-07-10",15.06
"131","2007-07-11",15.24
"132","2007-07-12",15.04
"133","2007-07-13",14.4
"134","2007-07-16",14.58
"135","2007-07-17",14.21
"136","2007-07-18",14.08
"137","2007-07-19",14.4
"138","2007-07-20",13.89
"139","2007-07-23",14.12
"140","2007-07-24",14.06
"141","2007-07-25",13.69
"142","2007-07-26",13.4
"143","2007-07-27",11.74
"144","2007-07-30",11.99
"145","2007-07-31",11.55
"146","2007-08-01",11.54
"147","2007-08-02",11.69
"148","2007-08-03",11.25
"149","2007-08-06",10.32
"150","2007-08-07",9.76
"151","2007-08-08",9.68
"152","2007-08-09",9.23
"153","2007-08-10",9.05
"154","2007-08-13",10.68
"155","2007-08-14",10.79
"156","2007-08-15",10
"157","2007-08-16",9.25
"158","2007-08-17",9.66
"159","2007-08-20",9.88
"160","2007-08-21",10.1
"161","2007-08-22",11.21
"162","2007-08-23",10.28
"163","2007-08-24",10.21
"164","2007-08-27",9.93
"165","2007-08-28",9.75
"166","2007-08-29",9.82
"167","2007-08-30",9.3
"168","2007-08-31",10.46
"169","2007-09-04",10.18
"170","2007-09-05",9.99
"171","2007-09-06",9.57
"172","2007-09-07",9.15
"173","2007-09-10",9.07
"174","2007-09-11",9.07
"175","2007-09-12",9.24
"176","2007-09-13",9.3
"177","2007-09-14",9.09
"178","2007-09-17",8.8
"179","2007-09-18",9.2
"180","2007-09-19",9.45
"181","2007-09-20",9.44
"182","2007-09-21",9.03
"183","2007-09-24",9.45
"184","2007-09-25",9.51
"185","2007-09-26",9.39
"186","2007-09-27",9.3
"187","2007-09-28",9.28
"188","2007-10-01",9.54
"189","2007-10-02",10.42
"190","2007-10-03",10.01
"191","2007-10-04",9.85
"192","2007-10-05",9.85
"193","2007-10-08",10.75
"194","2007-10-09",10.99
"195","2007-10-10",11.3
"196","2007-10-11",11.15
"197","2007-10-12",10.97
"198","2007-10-15",10.96
"199","2007-10-16",10.78
"200","2007-10-17",10.77
"201","2007-10-18",10.9
"202","2007-10-19",10.71
"203","2007-10-22",11.12
"204","2007-10-23",11.46
"205","2007-10-24",11.12
"206","2007-10-25",10.75
"207","2007-10-26",11.49
"208","2007-10-29",10.56
"209","2007-10-30",10.4
"210","2007-10-31",10.76
"211","2007-11-01",10.09
"212","2007-11-02",9.82
"213","2007-11-05",9.86
"214","2007-11-06",9.76
"215","2007-11-07",9.67
"216","2007-11-08",9.7
"217","2007-11-09",9.33
"218","2007-11-12",9.57
"219","2007-11-13",9.55
"220","2007-11-14",9.29
"221","2007-11-15",9.55
"222","2007-11-16",9.49
"223","2007-11-19",9.46
"224","2007-11-20",9.44
"225","2007-11-21",9.33
"226","2007-11-23",9.81
"227","2007-11-26",9.81
"228","2007-11-27",9.47
"229","2007-11-28",9.77
"230","2007-11-29",9.79
"231","2007-11-30",9.69
"232","2007-12-03",9.7
"233","2007-12-04",9.51
"234","2007-12-05",9.66
"235","2007-12-06",9.78
"236","2007-12-07",10.49
"237","2007-12-10",10.3
"238","2007-12-11",9.98
"239","2007-12-12",9.92
"240","2007-12-13",10
"241","2007-12-14",10.29
"242","2007-12-17",9.69
"243","2007-12-18",9.69
"244","2007-12-19",9.87
"245","2007-12-20",10.34
"246","2007-12-21",11
"247","2007-12-24",11.27
"248","2007-12-26",10.9
"249","2007-12-27",10.8
"250","2007-12-28",10.51
"251","2007-12-31",10.52
"252","2008-01-02",10.26
"253","2008-01-03",10.4
"254","2008-01-04",9.86
"255","2008-01-07",9.82
"256","2008-01-08",9.4
"257","2008-01-09",9.49
"258","2008-01-10",9.26
"259","2008-01-11",9.24
"260","2008-01-14",9.3
"261","2008-01-15",9.07
"262","2008-01-16",9.41
"263","2008-01-17",9.64
"264","2008-01-18",9
"265","2008-01-22",9.15
"266","2008-01-23",8.91
"267","2008-01-24",8.8
"268","2008-01-25",8.7
"269","2008-01-28",9.12
"270","2008-01-29",9.1
"271","2008-01-30",9.05
"272","2008-01-31",9.12
"273","2008-02-01",9.07
"274","2008-02-04",9.34
"275","2008-02-05",8.91
"276","2008-02-06",9.13
"277","2008-02-07",8.65
"278","2008-02-08",8.75
"279","2008-02-11",8.9
"280","2008-02-12",8.97
"281","2008-02-13",9.1
"282","2008-02-14",9
"283","2008-02-15",8.85
"284","2008-02-19",8.9
"285","2008-02-20",9.5
"286","2008-02-21",9.65
"287","2008-02-22",9.6
"288","2008-02-25",10.19
"289","2008-02-26",9.95
"290","2008-02-27",10.05
"291","2008-02-28",10.28
"292","2008-02-29",10.19
"293","2008-03-03",10.2
"294","2008-03-04",10.59
"295","2008-03-05",10.3
"296","2008-03-06",10.9
"297","2008-03-07",10.25
"298","2008-03-10",10.53
"299","2008-03-11",10.41
"300","2008-03-12",10.34
"301","2008-03-13",11.09
"302","2008-03-14",10.7
"303","2008-03-17",10.9
"304","2008-03-18",11
"305","2008-03-19",10.28
"306","2008-03-20",9.55
"307","2008-03-24",9.67
"308","2008-03-25",10.67
"309","2008-03-26",11.02
"310","2008-03-27",11.24
"311","2008-03-28",11.35
"312","2008-03-31",11.45
"313","2008-04-01",12.04
"314","2008-04-02",11.4
"315","2008-04-03",11.68
"316","2008-04-04",11.31
"317","2008-04-07",11.51
"318","2008-04-08",11.7
"319","2008-04-09",11.5
"320","2008-04-10",11.51
"321","2008-04-11",11.5
"322","2008-04-14",11.1
"323","2008-04-15",10.83
"324","2008-04-16",10.86
"325","2008-04-17",10.7
"326","2008-04-18",10.51
"327","2008-04-21",11.41
"328","2008-04-22",11.44
"329","2008-04-23",11.39
"330","2008-04-24",11.72
"331","2008-04-25",11.39
"332","2008-04-28",11.51
"333","2008-04-29",11.57
"334","2008-04-30",11.65
"335","2008-05-01",12
"336","2008-05-02",12.25
"337","2008-05-05",12.46
"338","2008-05-06",13.02
"339","2008-05-07",13.3
"340","2008-05-08",13.13
"341","2008-05-09",13.8
"342","2008-05-12",13.8
"343","2008-05-13",14.04
"344","2008-05-14",14.11
"345","2008-05-15",13.81
"346","2008-05-16",14.11
"347","2008-05-19",14.35
"348","2008-05-20",14.43
"349","2008-05-21",14.66
"350","2008-05-22",14.59
"351","2008-05-23",14.32
"352","2008-05-27",14.71
"353","2008-05-28",14.52
"354","2008-05-29",15.11
"355","2008-05-30",15.34
"356","2008-06-02",14.85
"357","2008-06-03",15.42
"358","2008-06-04",15.48
"359","2008-06-05",15.82
"360","2008-06-06",15.02
"361","2008-06-09",14.58
"362","2008-06-10",13.75
"363","2008-06-11",13.53
"364","2008-06-12",13.59
"365","2008-06-13",14
"366","2008-06-16",14
"367","2008-06-17",13.97
"368","2008-06-18",13.86
"369","2008-06-19",13.89
"370","2008-06-20",14.01
"371","2008-06-23",13.68
"372","2008-06-24",13.54
"373","2008-06-25",12.95
"374","2008-06-26",12.47
"375","2008-06-27",12.68
"376","2008-06-30",12.55
"377","2008-07-01",13.31
"378","2008-07-02",13.37
"379","2008-07-03",12.68
"380","2008-07-07",13.29
"381","2008-07-08",13.66
"382","2008-07-09",13.6
"383","2008-07-10",14.24
"384","2008-07-11",14.34
"385","2008-07-14",14.43
"386","2008-07-15",14.7
"387","2008-07-16",15.02
"388","2008-07-17",15.28
"389","2008-07-18",15.41
"390","2008-07-21",15.67
"391","2008-07-22",16.290001
"392","2008-07-23",16.1
"393","2008-07-24",15.68
"394","2008-07-25",15.84
"395","2008-07-28",14.92
"396","2008-07-29",15.65
"397","2008-07-30",15.89
"398","2008-07-31",15.56
"399","2008-08-01",15.67
"400","2008-08-04",11.81
"401","2008-08-05",12.4
"402","2008-08-06",12.75
"403","2008-08-07",12.11
"404","2008-08-08",12.68
"405","2008-08-11",12.51
"406","2008-08-12",12.84
"407","2008-08-13",13.39
"408","2008-08-14",13.53
"409","2008-08-15",13.24
"410","2008-08-18",13.02
"411","2008-08-19",13.21
"412","2008-08-20",13.09
"413","2008-08-21",12.66
"414","2008-08-22",12.25
"415","2008-08-25",12.08
"416","2008-08-26",12.06
"417","2008-08-27",11.93
"418","2008-08-28",12
"419","2008-08-29",11.69
"420","2008-09-02",11.46
"421","2008-09-03",11.59
"422","2008-09-04",10.84
"423","2008-09-05",10.99
"424","2008-09-08",11
"425","2008-09-09",10.74
"426","2008-09-10",10.96
"427","2008-09-11",11.28
"428","2008-09-12",10.94
"429","2008-09-15",10.15
"430","2008-09-16",10.3
"431","2008-09-17",9.63
"432","2008-09-18",9.79
"433","2008-09-19",10.21
"434","2008-09-22",10.24
"435","2008-09-23",10.04
"436","2008-09-24",10
"437","2008-09-25",10.1
"438","2008-09-26",10.01
"439","2008-09-29",8.95
"440","2008-09-30",9.63
"441","2008-10-01",9.38
"442","2008-10-02",8.7
"443","2008-10-03",8.75
"444","2008-10-06",7.9
"445","2008-10-07",7
"446","2008-10-08",7.04
"447","2008-10-09",6.6
"448","2008-10-10",6.82
"449","2008-10-13",7.81
"450","2008-10-14",6.52
"451","2008-10-15",5.9
"452","2008-10-16",5.87
"453","2008-10-17",5.95
"454","2008-10-20",6.11
"455","2008-10-21",5.54
"456","2008-10-22",5.59
"457","2008-10-23",5.36
"458","2008-10-24",5.06
"459","2008-10-27",4.62
"460","2008-10-28",5.04
"461","2008-10-29",5.24
"462","2008-10-30",5.45
"463","2008-10-31",6.65
"464","2008-11-03",5.36
"465","2008-11-04",5.2
"466","2008-11-05",5.06
"467","2008-11-06",4.89
"468","2008-11-07",4.83
"469","2008-11-10",4.77
"470","2008-11-11",4.44
"471","2008-11-12",3.89
"472","2008-11-13",4.26
"473","2008-11-14",3.86
"474","2008-11-17",3.62
"475","2008-11-18",3.81
"476","2008-11-19",3.6
"477","2008-11-20",3.31
"478","2008-11-21",3.67
"479","2008-11-24",4.48
"480","2008-11-25",4.08
"481","2008-11-26",4.7
"482","2008-11-28",5.28
"483","2008-12-01",4.05
"484","2008-12-02",4.1
"485","2008-12-03",4.39
"486","2008-12-04",4.09
"487","2008-12-05",4.62
"488","2008-12-08",5.2
"489","2008-12-09",4.64
"490","2008-12-10",4.83
"491","2008-12-11",4.5
"492","2008-12-12",4.57
"493","2008-12-15",4.45
"494","2008-12-16",4.8
"495","2008-12-17",5.41
"496","2008-12-18",5.01
"497","2008-12-19",5.05
"498","2008-12-22",5.12
"499","2008-12-23",5.32
"500","2008-12-24",5.45
"501","2008-12-26",5.69
"502","2008-12-29",5.44
"503","2008-12-30",5.15
"504","2008-12-31",5.75
"505","2009-01-02",5.7
"506","2009-01-05",6.01
"507","2009-01-06",5.86
"508","2009-01-07",5.94
"509","2009-01-08",5.43
"510","2009-01-09",5.21
"511","2009-01-12",5.25
"512","2009-01-13",4.93
"513","2009-01-14",4.69
"514","2009-01-15",4.72
"515","2009-01-16",4.66
"516","2009-01-20",4.26
"517","2009-01-21",4.26
"518","2009-01-22",3.84
"519","2009-01-23",4.08
"520","2009-01-26",3.95
"521","2009-01-27",3.85
"522","2009-01-28",4.14
"523","2009-01-29",3.8
"524","2009-01-30",3.69
"525","2009-02-02",3.8
"526","2009-02-03",3.94
"527","2009-02-04",3.88
"528","2009-02-05",3.98
"529","2009-02-06",4.21
"530","2009-02-09",4.22
"531","2009-02-10",3.78
"532","2009-02-11",3.82
"533","2009-02-12",3.83
"534","2009-02-13",3.68
"535","2009-02-17",3.32
"536","2009-02-18",3.11
"537","2009-02-19",3.1
"538","2009-02-20",3.17
"539","2009-02-23",3.06
"540","2009-02-24",3.39
"541","2009-02-25",2.98
"542","2009-02-26",3.15
"543","2009-02-27",2.8
"544","2009-03-02",2.3
"545","2009-03-03",2.33
"546","2009-03-04",2.3
"547","2009-03-05",2.18
"548","2009-03-06",2.04
"549","2009-03-09",2.06
"550","2009-03-10",2.15
"551","2009-03-11",2.1
"552","2009-03-12",2.22
"553","2009-03-13",2.2
"554","2009-03-16",2.29
"555","2009-03-17",2.38
"556","2009-03-18",2.38
"557","2009-03-19",2.75
"558","2009-03-20",2.78
"559","2009-03-23",3.15
"560","2009-03-24",2.92
"561","2009-03-25",3.13
"562","2009-03-26",3.22
"563","2009-03-27",3.1
"564","2009-03-30",2.98
"565","2009-03-31",2.97
"566","2009-04-01",3.12
"567","2009-04-02",3.19
"568","2009-04-03",3.28
"569","2009-04-06",3.21
"570","2009-04-07",3.51
"571","2009-04-08",3.83
"572","2009-04-09",4.06
"573","2009-04-13",3.66
"574","2009-04-14",3.5
"575","2009-04-15",3.75
"576","2009-04-16",3.65
"577","2009-04-17",3.71
"578","2009-04-20",3.47
"579","2009-04-21",3.62
"580","2009-04-22",3.86
"581","2009-04-23",3.79
"582","2009-04-24",3.67
"583","2009-04-27",3.47
"584","2009-04-28",3.5
"585","2009-04-29",3.99
"586","2009-04-30",4.29
"587","2009-05-01",4
"588","2009-05-04",3.8
"589","2009-05-05",3.42
"590","2009-05-06",3.9
"591","2009-05-07",3.51
"592","2009-05-08",3.58
"593","2009-05-11",3.42
"594","2009-05-12",3.48
"595","2009-05-13",3.5
"596","2009-05-14",3.5
"597","2009-05-15",3.5
"598","2009-05-18",3.61
"599","2009-05-19",3.5
"600","2009-05-20",3.51
"601","2009-05-21",3.52
"602","2009-05-22",3.54
"603","2009-05-26",3.8
"604","2009-05-27",3.49
"605","2009-05-28",3.48
"606","2009-05-29",3.69
"607","2009-06-01",3.85
"608","2009-06-02",3.62
"609","2009-06-03",3.52
"610","2009-06-04",3.69
"611","2009-06-05",3.62
"612","2009-06-08",3.62
"613","2009-06-09",3.61
"614","2009-06-10",3.64
"615","2009-06-11",3.61
"616","2009-06-12",3.64
"617","2009-06-15",3.65
"618","2009-06-16",3.65
"619","2009-06-17",3.6
"620","2009-06-18",3.4
"621","2009-06-19",3.46
"622","2009-06-22",3.36
"623","2009-06-23",3.35
"624","2009-06-24",3.65
"625","2009-06-25",3.77
"626","2009-06-26",3.32
"627","2009-06-29",3.48
"628","2009-06-30",3.4
"629","2009-07-01",3.79
"630","2009-07-02",3.38
"631","2009-07-06",3.31
"632","2009-07-07",3.25
"633","2009-07-08",3.2
"634","2009-07-09",3.15
"635","2009-07-10",3.01
"636","2009-07-13",3.16
"637","2009-07-14",3.13
"638","2009-07-15",3.25
"639","2009-07-16",3.24
"640","2009-07-17",3.25
"641","2009-07-20",3.28
"642","2009-07-21",3.29
"643","2009-07-22",3.55
"644","2009-07-23",3.42
"645","2009-07-24",3.47
"646","2009-07-27",3.6
"647","2009-07-28",3.47
"648","2009-07-29",3.45
"649","2009-07-30",3.49
"650","2009-07-31",3.25
"651","2009-08-03",3.87
"652","2009-08-04",4
"653","2009-08-05",4.28
"654","2009-08-06",4.1
"655","2009-08-07",4.32
"656","2009-08-10",4.5
"657","2009-08-11",4.86
"658","2009-08-12",5.58
"659","2009-08-13",5.42
"660","2009-08-14",5.47
"661","2009-08-17",5.27
"662","2009-08-18",5.46
"663","2009-08-19",5.37
"664","2009-08-20",5.47
"665","2009-08-21",5.42
"666","2009-08-24",5.49
"667","2009-08-25",5.45
"668","2009-08-26",5.36
"669","2009-08-27",5.45
"670","2009-08-28",5.47
"671","2009-08-31",5.32
"672","2009-09-01",5.22
"673","2009-09-02",5.11
"674","2009-09-03",4.96
"675","2009-09-04",5.07
"676","2009-09-08",5.2
"677","2009-09-09",5.34
"678","2009-09-10",5.41
"679","2009-09-11",5.29
"680","2009-09-14",5.32
"681","2009-09-15",5.5
"682","2009-09-16",5.5
"683","2009-09-17",5.45
"684","2009-09-18",5.37
"685","2009-09-21",5.45
"686","2009-09-22",5.44
"687","2009-09-23",5.39
"688","2009-09-24",5.09
"689","2009-09-25",4.99
"690","2009-09-28",5.12
"691","2009-09-29",5.42
"692","2009-09-30",5.26
"693","2009-10-01",5.27
