"","date","CODI"
"1","2007-01-03",17.690001
"2","2007-01-04",17.83
"3","2007-01-05",17.66
"4","2007-01-08",17.959999
"5","2007-01-09",17.9
"6","2007-01-10",17.559999
"7","2007-01-11",18.190001
"8","2007-01-12",18.200001
"9","2007-01-16",17.65
"10","2007-01-17",17.66
"11","2007-01-18",17.51
"12","2007-01-19",17.9
"13","2007-01-22",17.4
"14","2007-01-23",17.629999
"15","2007-01-24",17.469999
"16","2007-01-25",17.35
"17","2007-01-26",17.139999
"18","2007-01-29",17.209999
"19","2007-01-30",17.549999
"20","2007-01-31",17.75
"21","2007-02-01",17.879999
"22","2007-02-02",18.049999
"23","2007-02-05",18.120001
"24","2007-02-06",18.129999
"25","2007-02-07",18.32
"26","2007-02-08",18.17
"27","2007-02-09",18.32
"28","2007-02-12",18.200001
"29","2007-02-13",18.16
"30","2007-02-14",17.889999
"31","2007-02-15",17.639999
"32","2007-02-16",17.67
"33","2007-02-20",18.07
"34","2007-02-21",17.73
"35","2007-02-22",17.93
"36","2007-02-23",17.780001
"37","2007-02-26",17.57
"38","2007-02-27",17.15
"39","2007-02-28",17.17
"40","2007-03-01",17.18
"41","2007-03-02",17.25
"42","2007-03-05",17.18
"43","2007-03-06",17.780001
"44","2007-03-07",17.209999
"45","2007-03-08",17.23
"46","2007-03-09",17.719999
"47","2007-03-12",17.77
"48","2007-03-13",17.459999
"49","2007-03-14",17.51
"50","2007-03-15",17.43
"51","2007-03-16",17.5
"52","2007-03-19",17.52
"53","2007-03-20",17.35
"54","2007-03-21",17.469999
"55","2007-03-22",17.299999
"56","2007-03-23",17.34
"57","2007-03-26",17.530001
"58","2007-03-27",17.299999
"59","2007-03-28",16.889999
"60","2007-03-29",16.75
"61","2007-03-30",16.77
"62","2007-04-02",16.77
"63","2007-04-03",16.75
"64","2007-04-04",16.4
"65","2007-04-05",16.75
"66","2007-04-09",16.34
"67","2007-04-10",16.280001
"68","2007-04-11",16.370001
"69","2007-04-12",16.58
"70","2007-04-13",16.540001
"71","2007-04-16",17.27
"72","2007-04-17",17.18
"73","2007-04-18",16.5
"74","2007-04-19",16.450001
"75","2007-04-20",16.41
"76","2007-04-23",16.43
"77","2007-04-24",16.49
"78","2007-04-25",16.49
"79","2007-04-26",16.129999
"80","2007-04-27",15.58
"81","2007-04-30",15.81
"82","2007-05-01",15.83
"83","2007-05-02",16.01
"84","2007-05-03",16.299999
"85","2007-05-04",16.459999
"86","2007-05-07",16.25
"87","2007-05-08",16.32
"88","2007-05-09",16.280001
"89","2007-05-10",16.190001
"90","2007-05-11",16.34
"91","2007-05-14",16.24
"92","2007-05-15",16.059999
"93","2007-05-16",16.200001
"94","2007-05-17",16.360001
"95","2007-05-18",16.139999
"96","2007-05-21",16.24
"97","2007-05-22",16.27
"98","2007-05-23",16.34
"99","2007-05-24",16.379999
"100","2007-05-25",16.620001
"101","2007-05-29",16.65
"102","2007-05-30",17.09
"103","2007-05-31",17.360001
"104","2007-06-01",17.57
"105","2007-06-04",17.67
"106","2007-06-05",17.309999
"107","2007-06-06",17.26
"108","2007-06-07",16.690001
"109","2007-06-08",16.75
"110","2007-06-11",16.74
"111","2007-06-12",16.59
"112","2007-06-13",16.5
"113","2007-06-14",16.65
"114","2007-06-15",17.040001
"115","2007-06-18",17.190001
"116","2007-06-19",17.440001
"117","2007-06-20",17.49
"118","2007-06-21",17.32
"119","2007-06-22",18.17
"120","2007-06-25",17.74
"121","2007-06-26",17.76
"122","2007-06-27",17.6
"123","2007-06-28",17.940001
"124","2007-06-29",17.83
"125","2007-07-02",17.84
"126","2007-07-03",18
"127","2007-07-05",18
"128","2007-07-06",18.190001
"129","2007-07-09",17.85
"130","2007-07-10",17.17
"131","2007-07-11",17.110001
"132","2007-07-12",17.549999
"133","2007-07-13",17.549999
"134","2007-07-16",18.110001
"135","2007-07-17",18.23
"136","2007-07-18",17.690001
"137","2007-07-19",17.540001
"138","2007-07-20",17.43
"139","2007-07-23",17.040001
"140","2007-07-24",16.389999
"141","2007-07-25",16.459999
"142","2007-07-26",15.62
"143","2007-07-27",15.48
"144","2007-07-30",15.47
"145","2007-07-31",15.49
"146","2007-08-01",15.59
"147","2007-08-02",15.69
"148","2007-08-03",15.02
"149","2007-08-06",15.11
"150","2007-08-07",15.26
"151","2007-08-08",15.78
"152","2007-08-09",15.49
"153","2007-08-10",14.79
"154","2007-08-13",15
"155","2007-08-14",14.28
"156","2007-08-15",13.59
"157","2007-08-16",15
"158","2007-08-17",15.18
"159","2007-08-20",15.43
"160","2007-08-21",15.2
"161","2007-08-22",15.19
"162","2007-08-23",15.15
"163","2007-08-24",14.38
"164","2007-08-27",14.16
"165","2007-08-28",13.74
"166","2007-08-29",13.86
"167","2007-08-30",14
"168","2007-08-31",14.09
"169","2007-09-04",14.61
"170","2007-09-05",14.7
"171","2007-09-06",14.53
"172","2007-09-07",14.24
"173","2007-09-10",14.11
"174","2007-09-11",14.8
"175","2007-09-12",14.71
"176","2007-09-13",14.41
"177","2007-09-14",14.31
"178","2007-09-17",14.37
"179","2007-09-18",14.98
"180","2007-09-19",15.15
"181","2007-09-20",15.21
"182","2007-09-21",15.27
"183","2007-09-24",15.65
"184","2007-09-25",15.6
"185","2007-09-26",15.76
"186","2007-09-27",16.290001
"187","2007-09-28",16.059999
"188","2007-10-01",16.83
"189","2007-10-02",16.799999
"190","2007-10-03",16.5
"191","2007-10-04",16.389999
"192","2007-10-05",16.879999
"193","2007-10-08",16.99
"194","2007-10-09",16.879999
"195","2007-10-10",17.280001
"196","2007-10-11",16.73
"197","2007-10-12",16.889999
"198","2007-10-15",16.809999
"199","2007-10-16",16.809999
"200","2007-10-17",16.59
"201","2007-10-18",16.5
"202","2007-10-19",15.61
"203","2007-10-22",15.54
"204","2007-10-23",15.94
"205","2007-10-24",15.87
"206","2007-10-25",15.84
"207","2007-10-26",15.93
"208","2007-10-29",16.139999
"209","2007-10-30",15.98
"210","2007-10-31",16.110001
"211","2007-11-01",15.85
"212","2007-11-02",15.58
"213","2007-11-05",15.66
"214","2007-11-06",15.82
"215","2007-11-07",15.47
"216","2007-11-08",15.1
"217","2007-11-09",14.77
