"","date","EDUC"
"1","2007-01-03",3.625
"2","2007-01-04",3.55
"3","2007-01-05",3.52
"4","2007-01-08",3.5
"5","2007-01-09",3.55
"6","2007-01-10",3.6
"7","2007-01-11",3.6
"8","2007-01-12",3.845
"9","2007-01-16",3.875
"10","2007-01-17",3.78
"11","2007-01-18",3.635
"12","2007-01-19",3.82
"13","2007-01-22",3.755
"14","2007-01-23",3.865
"15","2007-01-24",3.865
"16","2007-01-25",3.735
"17","2007-01-26",3.64
"18","2007-01-29",3.78
"19","2007-01-30",3.655
"20","2007-01-31",3.87
"21","2007-02-01",3.755
"22","2007-02-02",3.74
"23","2007-02-05",3.76
"24","2007-02-06",3.765
"25","2007-02-07",3.77
"26","2007-02-08",3.685
"27","2007-02-09",3.92
"28","2007-02-12",3.93
"29","2007-02-13",3.93
"30","2007-02-14",3.75
"31","2007-02-15",3.855
"32","2007-02-16",3.88
"33","2007-02-20",3.93
"34","2007-02-21",3.93
"35","2007-02-22",3.915
"36","2007-02-23",3.93
"37","2007-02-26",3.855
"38","2007-02-27",3.835
"39","2007-02-28",3.83
"40","2007-03-01",3.83
"41","2007-03-02",3.825
"42","2007-03-05",3.89
"43","2007-03-06",3.85
"44","2007-03-07",3.84
"45","2007-03-08",3.94
"46","2007-03-09",3.85
"47","2007-03-12",3.88
"48","2007-03-13",3.75
"49","2007-03-14",3.8
"50","2007-03-15",3.875
"51","2007-03-16",3.875
"52","2007-03-19",3.99
"53","2007-03-20",3.945
"54","2007-03-21",3.9
"55","2007-03-22",4.005
"56","2007-03-23",3.93
"57","2007-03-26",3.9
"58","2007-03-27",4.035
"59","2007-03-28",3.95
"60","2007-03-29",4.025
"61","2007-03-30",3.905
"62","2007-04-02",3.905
"63","2007-04-03",3.96
"64","2007-04-04",4.045
"65","2007-04-05",3.99
"66","2007-04-09",3.925
"67","2007-04-10",3.94
"68","2007-04-11",3.91
"69","2007-04-12",3.925
"70","2007-04-13",3.915
"71","2007-04-16",3.915
"72","2007-04-17",3.895
"73","2007-04-18",3.825
"74","2007-04-19",3.855
"75","2007-04-20",3.97
"76","2007-04-23",3.95
"77","2007-04-24",3.95
"78","2007-04-25",4.07
"79","2007-04-26",3.995
"80","2007-04-27",3.875
"81","2007-04-30",3.975
"82","2007-05-01",3.975
"83","2007-05-02",3.88
"84","2007-05-03",3.89
"85","2007-05-04",3.75
"86","2007-05-07",3.705
"87","2007-05-08",3.76
"88","2007-05-09",3.76
"89","2007-05-10",3.865
"90","2007-05-11",3.89
"91","2007-05-14",4.04
"92","2007-05-15",4.085
"93","2007-05-16",4.085
"94","2007-05-17",4.075
"95","2007-05-18",3.925
"96","2007-05-21",4
"97","2007-05-22",4.1
"98","2007-05-23",4.125
"99","2007-05-24",4.015
"100","2007-05-25",4.11
"101","2007-05-29",4.125
"102","2007-05-30",4.075
"103","2007-05-31",4.1
"104","2007-06-01",4.1
"105","2007-06-04",4.125
"106","2007-06-05",3.955
"107","2007-06-06",3.99
"108","2007-06-07",3.995
"109","2007-06-08",4.22
"110","2007-06-11",4.095
"111","2007-06-12",4.095
"112","2007-06-13",4.035
"113","2007-06-14",3.865
"114","2007-06-15",3.86
"115","2007-06-18",3.975
"116","2007-06-19",4.075
"117","2007-06-20",4.04
"118","2007-06-21",4.095
"119","2007-06-22",3.885
"120","2007-06-25",3.92
"121","2007-06-26",4
"122","2007-06-27",3.985
"123","2007-06-28",3.975
"124","2007-06-29",3.97
"125","2007-07-02",3.875
"126","2007-07-03",3.875
"127","2007-07-05",3.875
"128","2007-07-06",3.85
"129","2007-07-09",3.75
"130","2007-07-10",3.72
"131","2007-07-11",3.84
"132","2007-07-12",3.845
"133","2007-07-13",4
"134","2007-07-16",4
"135","2007-07-17",3.995
"136","2007-07-18",3.995
"137","2007-07-19",3.88
"138","2007-07-20",3.995
"139","2007-07-23",4.065
"140","2007-07-24",3.665
"141","2007-07-25",3.575
"142","2007-07-26",3.55
"143","2007-07-27",3.5
"144","2007-07-30",3.42
"145","2007-07-31",3.335
"146","2007-08-01",3.46
"147","2007-08-02",3.445
"148","2007-08-03",3.445
"149","2007-08-06",3.47
"150","2007-08-07",3.255
"151","2007-08-08",3.01
"152","2007-08-09",2.975
"153","2007-08-10",3.22
"154","2007-08-13",3.27
"155","2007-08-14",3.3
"156","2007-08-15",3.3
"157","2007-08-16",2.965
"158","2007-08-17",3.025
"159","2007-08-20",3.45
"160","2007-08-21",3.46
"161","2007-08-22",3.365
"162","2007-08-23",3.35
"163","2007-08-24",3.34
"164","2007-08-27",3.34
"165","2007-08-28",3.35
"166","2007-08-29",3.31
"167","2007-08-30",3.125
"168","2007-08-31",3.25
"169","2007-09-04",3.22
"170","2007-09-05",3.26
"171","2007-09-06",3.26
"172","2007-09-07",3.085
"173","2007-09-10",3.1
"174","2007-09-11",3.065
"175","2007-09-12",3.3
"176","2007-09-13",3.42
"177","2007-09-14",3.305
"178","2007-09-17",3.355
"179","2007-09-18",3.525
"180","2007-09-19",3.5
"181","2007-09-20",3.135
"182","2007-09-21",3.14
"183","2007-09-24",3.17
"184","2007-09-25",3.13
"185","2007-09-26",3.13
"186","2007-09-27",3.13
"187","2007-09-28",3.225
"188","2007-10-01",3.3
"189","2007-10-02",3.335
"190","2007-10-03",3.205
"191","2007-10-04",3.205
"192","2007-10-05",3.25
"193","2007-10-08",3.25
"194","2007-10-09",3.165
"195","2007-10-10",3.155
"196","2007-10-11",3.14
"197","2007-10-12",3.15
"198","2007-10-15",3.125
"199","2007-10-16",3.21
"200","2007-10-17",3.12
"201","2007-10-18",3.15
"202","2007-10-19",3.095
"203","2007-10-22",3.265
"204","2007-10-23",3.105
"205","2007-10-24",3.195
"206","2007-10-25",3.14
"207","2007-10-26",3.135
"208","2007-10-29",3.09
"209","2007-10-30",3.07
"210","2007-10-31",3.05
"211","2007-11-01",3.06
"212","2007-11-02",3.05
"213","2007-11-05",3.065
"214","2007-11-06",3.05
"215","2007-11-07",3.035
"216","2007-11-08",3
"217","2007-11-09",3
"218","2007-11-12",2.96
"219","2007-11-13",2.995
"220","2007-11-14",2.975
"221","2007-11-15",3
"222","2007-11-16",3
"223","2007-11-19",2.955
"224","2007-11-20",2.9
"225","2007-11-21",2.995
"226","2007-11-23",2.995
"227","2007-11-26",2.9
"228","2007-11-27",2.95
"229","2007-11-28",3
"230","2007-11-29",2.725
"231","2007-11-30",2.75
"232","2007-12-03",2.75
"233","2007-12-04",2.75
"234","2007-12-05",2.75
"235","2007-12-06",2.825
"236","2007-12-07",2.825
"237","2007-12-10",2.75
"238","2007-12-11",2.73
"239","2007-12-12",2.8
"240","2007-12-13",2.73
"241","2007-12-14",2.7
"242","2007-12-17",2.725
"243","2007-12-18",2.7
"244","2007-12-19",2.7
"245","2007-12-20",2.71
"246","2007-12-21",2.705
"247","2007-12-24",2.815
"248","2007-12-26",2.86
"249","2007-12-27",2.86
"250","2007-12-28",2.775
"251","2007-12-31",2.735
"252","2008-01-02",2.8
"253","2008-01-03",2.8
"254","2008-01-04",2.8
"255","2008-01-07",2.725
"256","2008-01-08",2.625
"257","2008-01-09",2.625
"258","2008-01-10",2.625
"259","2008-01-11",2.88
"260","2008-01-14",2.9
"261","2008-01-15",3.095
"262","2008-01-16",3.035
"263","2008-01-17",2.97
"264","2008-01-18",2.825
"265","2008-01-22",3.005
"266","2008-01-23",2.945
"267","2008-01-24",2.83
"268","2008-01-25",3
"269","2008-01-28",2.95
"270","2008-01-29",2.95
"271","2008-01-30",2.905
"272","2008-01-31",3.14
"273","2008-02-01",3.14
"274","2008-02-04",3.195
"275","2008-02-05",3.2
"276","2008-02-06",3.155
"277","2008-02-07",3.1
"278","2008-02-08",3.19
"279","2008-02-11",3.185
"280","2008-02-12",3.105
"281","2008-02-13",2.975
"282","2008-02-14",2.81
"283","2008-02-15",2.875
"284","2008-02-19",2.87
"285","2008-02-20",2.885
"286","2008-02-21",2.83
"287","2008-02-22",2.875
"288","2008-02-25",2.85
"289","2008-02-26",2.85
"290","2008-02-27",2.85
"291","2008-02-28",2.99
"292","2008-02-29",2.85
"293","2008-03-03",2.775
"294","2008-03-04",2.75
"295","2008-03-05",2.75
"296","2008-03-06",2.75
"297","2008-03-07",2.75
"298","2008-03-10",2.825
"299","2008-03-11",2.85
"300","2008-03-12",2.835
"301","2008-03-13",2.835
"302","2008-03-14",2.835
"303","2008-03-17",2.905
"304","2008-03-18",2.905
"305","2008-03-19",2.905
"306","2008-03-20",2.905
"307","2008-03-24",2.845
"308","2008-03-25",2.845
"309","2008-03-26",2.855
"310","2008-03-27",2.845
"311","2008-03-28",2.845
"312","2008-03-31",2.895
"313","2008-04-01",2.9
"314","2008-04-02",2.89
"315","2008-04-03",2.89
"316","2008-04-04",2.885
"317","2008-04-07",2.95
"318","2008-04-08",2.855
"319","2008-04-09",2.855
"320","2008-04-10",2.855
"321","2008-04-11",2.85
"322","2008-04-14",2.75
"323","2008-04-15",2.73
"324","2008-04-16",2.63
"325","2008-04-17",2.63
"326","2008-04-18",2.68
"327","2008-04-21",2.8
"328","2008-04-22",2.97
"329","2008-04-23",2.97
"330","2008-04-24",2.97
"331","2008-04-25",2.97
"332","2008-04-28",2.97
"333","2008-04-29",3.18
"334","2008-04-30",3.15
"335","2008-05-01",3.225
"336","2008-05-02",3.225
"337","2008-05-05",3.23
"338","2008-05-06",3.39
"339","2008-05-07",3.315
"340","2008-05-08",3.315
"341","2008-05-09",3.1
"342","2008-05-12",3.035
"343","2008-05-13",2.82
"344","2008-05-14",3.115
"345","2008-05-15",3.095
"346","2008-05-16",3.1
"347","2008-05-19",3.1
"348","2008-05-20",3.175
"349","2008-05-21",3.165
"350","2008-05-22",3.165
"351","2008-05-23",3.165
"352","2008-05-27",3.2
"353","2008-05-28",3.2
"354","2008-05-29",2.95
"355","2008-05-30",3.02
"356","2008-06-02",3.15
"357","2008-06-03",3.155
"358","2008-06-04",3.15
"359","2008-06-05",3.15
"360","2008-06-06",3.15
"361","2008-06-09",3.095
"362","2008-06-10",3.095
"363","2008-06-11",3.05
"364","2008-06-12",2.785
"365","2008-06-13",2.97
"366","2008-06-16",2.805
"367","2008-06-17",2.85
"368","2008-06-18",2.835
"369","2008-06-19",2.86
"370","2008-06-20",2.805
"371","2008-06-23",2.805
"372","2008-06-24",2.805
"373","2008-06-25",2.725
"374","2008-06-26",2.67
"375","2008-06-27",2.75
"376","2008-06-30",2.66
"377","2008-07-01",2.625
"378","2008-07-02",2.95
"379","2008-07-03",2.95
"380","2008-07-07",2.95
"381","2008-07-08",2.645
"382","2008-07-09",2.94
"383","2008-07-10",2.9
"384","2008-07-11",2.445
"385","2008-07-14",2.6
"386","2008-07-15",2.6
"387","2008-07-16",2.6
"388","2008-07-17",2.575
"389","2008-07-18",2.8
"390","2008-07-21",2.8
"391","2008-07-22",2.515
"392","2008-07-23",2.715
"393","2008-07-24",2.55
"394","2008-07-25",2.525
"395","2008-07-28",2.625
"396","2008-07-29",2.55
"397","2008-07-30",2.55
"398","2008-07-31",2.585
"399","2008-08-01",2.655
"400","2008-08-04",2.67
"401","2008-08-05",2.6
"402","2008-08-06",2.6
"403","2008-08-07",2.59
"404","2008-08-08",2.625
"405","2008-08-11",2.64
"406","2008-08-12",2.655
"407","2008-08-13",2.655
"408","2008-08-14",2.6
"409","2008-08-15",2.7
"410","2008-08-18",2.655
"411","2008-08-19",2.63
"412","2008-08-20",2.64
"413","2008-08-21",2.575
"414","2008-08-22",2.65
"415","2008-08-25",2.82
"416","2008-08-26",2.87
"417","2008-08-27",2.74
"418","2008-08-28",2.74
"419","2008-08-29",2.645
"420","2008-09-02",2.75
"421","2008-09-03",2.75
"422","2008-09-04",2.555
"423","2008-09-05",2.75
"424","2008-09-08",2.75
"425","2008-09-09",2.75
"426","2008-09-10",2.565
"427","2008-09-11",2.55
"428","2008-09-12",2.715
"429","2008-09-15",2.715
"430","2008-09-16",2.5
"431","2008-09-17",2.6
"432","2008-09-18",2.6
"433","2008-09-19",2.25
"434","2008-09-22",2.535
"435","2008-09-23",2.535
"436","2008-09-24",2.62
"437","2008-09-25",2.45
"438","2008-09-26",2.4
"439","2008-09-29",2.05
"440","2008-09-30",2.05
"441","2008-10-01",2.275
"442","2008-10-02",2.275
"443","2008-10-03",2.255
"444","2008-10-06",2.06
"445","2008-10-07",2.06
"446","2008-10-08",2.1
"447","2008-10-09",2.25
"448","2008-10-10",1.8
"449","2008-10-13",1.8
"450","2008-10-14",1.8
"451","2008-10-15",1.975
"452","2008-10-16",2
"453","2008-10-17",1.995
"454","2008-10-20",1.995
"455","2008-10-21",1.995
"456","2008-10-22",2
"457","2008-10-23",2
"458","2008-10-24",2
"459","2008-10-27",1.91
"460","2008-10-28",1.91
"461","2008-10-29",2.05
"462","2008-10-30",2.225
"463","2008-10-31",2.225
"464","2008-11-03",2.225
"465","2008-11-04",2.185
"466","2008-11-05",2.185
"467","2008-11-06",2.075
"468","2008-11-07",2.075
"469","2008-11-10",2.075
"470","2008-11-11",2.115
"471","2008-11-12",2.125
"472","2008-11-13",2.005
"473","2008-11-14",2
"474","2008-11-17",1.8
"475","2008-11-18",1.75
"476","2008-11-19",1.75
"477","2008-11-20",1.68
"478","2008-11-21",1.875
"479","2008-11-24",1.62
"480","2008-11-25",1.62
"481","2008-11-26",1.895
"482","2008-11-28",1.875
"483","2008-12-01",1.75
"484","2008-12-02",1.93
"485","2008-12-03",2
"486","2008-12-04",2
"487","2008-12-05",2
"488","2008-12-08",2.2
"489","2008-12-09",1.745
"490","2008-12-10",1.925
"491","2008-12-11",1.855
"492","2008-12-12",1.91
"493","2008-12-15",1.725
"494","2008-12-16",1.655
"495","2008-12-17",1.75
"496","2008-12-18",1.76
"497","2008-12-19",2.115
"498","2008-12-22",2.045
"499","2008-12-23",2.045
"500","2008-12-24",2.045
"501","2008-12-26",2.045
"502","2008-12-29",1.97
"503","2008-12-30",1.8
"504","2008-12-31",1.85
"505","2009-01-02",1.85
"506","2009-01-05",2
"507","2009-01-06",2
"508","2009-01-07",2
"509","2009-01-08",1.875
"510","2009-01-09",1.875
"511","2009-01-12",1.85
"512","2009-01-13",1.85
"513","2009-01-14",1.85
"514","2009-01-15",1.925
"515","2009-01-16",1.95
"516","2009-01-20",1.95
"517","2009-01-21",1.95
"518","2009-01-22",2.025
"519","2009-01-23",1.99
"520","2009-01-26",1.99
"521","2009-01-27",1.99
"522","2009-01-28",1.99
"523","2009-01-29",1.99
"524","2009-01-30",1.99
"525","2009-02-02",1.715
"526","2009-02-03",1.695
"527","2009-02-04",1.675
"528","2009-02-05",1.675
"529","2009-02-06",1.825
"530","2009-02-09",1.825
"531","2009-02-10",1.78
"532","2009-02-11",1.99
"533","2009-02-12",1.785
"534","2009-02-13",1.735
"535","2009-02-17",1.875
"536","2009-02-18",1.875
"537","2009-02-19",1.875
"538","2009-02-20",1.8
"539","2009-02-23",1.655
"540","2009-02-24",1.73
"541","2009-02-25",1.735
"542","2009-02-26",1.79
"543","2009-02-27",1.79
"544","2009-03-02",1.77
"545","2009-03-03",1.725
"546","2009-03-04",1.68
"547","2009-03-05",1.71
"548","2009-03-06",1.735
"549","2009-03-09",1.575
"550","2009-03-10",1.605
"551","2009-03-11",1.825
"552","2009-03-12",1.825
"553","2009-03-13",1.825
"554","2009-03-16",1.825
"555","2009-03-17",1.825
"556","2009-03-18",1.825
"557","2009-03-19",1.845
"558","2009-03-20",1.95
"559","2009-03-23",1.95
"560","2009-03-24",1.835
"561","2009-03-25",1.835
"562","2009-03-26",1.995
"563","2009-03-27",1.83
"564","2009-03-30",1.83
"565","2009-03-31",1.835
"566","2009-04-01",1.835
"567","2009-04-02",1.855
"568","2009-04-03",1.99
"569","2009-04-06",2
"570","2009-04-07",2.24
"571","2009-04-08",1.975
"572","2009-04-09",2.35
"573","2009-04-13",2.325
"574","2009-04-14",2.135
"575","2009-04-15",2.025
"576","2009-04-16",2.025
"577","2009-04-17",2.1
"578","2009-04-20",2.1
"579","2009-04-21",2.1
"580","2009-04-22",2.125
"581","2009-04-23",2.125
"582","2009-04-24",2.48
"583","2009-04-27",2.695
"584","2009-04-28",2.5
"585","2009-04-29",2.775
"586","2009-04-30",2.85
"587","2009-05-01",2.75
"588","2009-05-04",2.55
"589","2009-05-05",2.55
"590","2009-05-06",2.675
"591","2009-05-07",2.755
"592","2009-05-08",2.65
"593","2009-05-11",2.67
"594","2009-05-12",2.875
"595","2009-05-13",2.7
"596","2009-05-14",2.65
"597","2009-05-15",2.605
"598","2009-05-18",2.795
"599","2009-05-19",2.65
"600","2009-05-20",2.575
"601","2009-05-21",2.745
"602","2009-05-22",2.745
"603","2009-05-26",2.575
"604","2009-05-27",2.575
"605","2009-05-28",2.575
"606","2009-05-29",2.75
"607","2009-06-01",2.58
"608","2009-06-02",2.7
"609","2009-06-03",2.575
"610","2009-06-04",2.935
"611","2009-06-05",2.765
"612","2009-06-08",2.605
"613","2009-06-09",2.605
"614","2009-06-10",2.58
"615","2009-06-11",2.58
"616","2009-06-12",2.4
"617","2009-06-15",2.4
"618","2009-06-16",2.375
"619","2009-06-17",2.375
"620","2009-06-18",2.375
"621","2009-06-19",2.38
"622","2009-06-22",2.575
"623","2009-06-23",2.625
"624","2009-06-24",2.615
"625","2009-06-25",2.5
"626","2009-06-26",2.625
"627","2009-06-29",2.55
"628","2009-06-30",2.55
"629","2009-07-01",2.55
"630","2009-07-02",2.55
"631","2009-07-06",2.55
"632","2009-07-07",2.55
"633","2009-07-08",2.5
"634","2009-07-09",2.62
"635","2009-07-10",2.55
"636","2009-07-13",2.55
"637","2009-07-14",2.55
"638","2009-07-15",2.625
"639","2009-07-16",2.475
"640","2009-07-17",2.5
"641","2009-07-20",2.41
"642","2009-07-21",2.5
"643","2009-07-22",2.5
"644","2009-07-23",2.255
"645","2009-07-24",2.425
"646","2009-07-27",2.425
"647","2009-07-28",2.45
"648","2009-07-29",2.5
"649","2009-07-30",2.5
"650","2009-07-31",2.5
"651","2009-08-03",2.5
"652","2009-08-04",2.385
"653","2009-08-05",2.57
"654","2009-08-06",2.575
"655","2009-08-07",2.48
"656","2009-08-10",2.5
"657","2009-08-11",2.38
"658","2009-08-12",2.575
"659","2009-08-13",2.575
"660","2009-08-14",2.575
"661","2009-08-17",2.595
"662","2009-08-18",2.62
"663","2009-08-19",2.595
"664","2009-08-20",2.455
"665","2009-08-21",2.455
"666","2009-08-24",2.46
"667","2009-08-25",2.43
"668","2009-08-26",2.43
"669","2009-08-27",2.475
"670","2009-08-28",2.575
"671","2009-08-31",2.625
"672","2009-09-01",2.625
"673","2009-09-02",2.575
"674","2009-09-03",2.575
"675","2009-09-04",2.54
"676","2009-09-08",2.74
"677","2009-09-09",2.775
"678","2009-09-10",2.675
"679","2009-09-11",2.79
"680","2009-09-14",2.77
"681","2009-09-15",2.77
"682","2009-09-16",2.65
"683","2009-09-17",2.66
"684","2009-09-18",2.5
