"","date","HST"
"1","2007-01-03",24.043074
"2","2007-01-04",23.984337
"3","2007-01-05",23.465492
"4","2007-01-08",23.387177
"5","2007-01-09",23.671072
"6","2007-01-10",23.72002
"7","2007-01-11",24.33676
"8","2007-01-12",24.405287
"9","2007-01-16",24.52276
"10","2007-01-17",24.659815
"11","2007-01-18",24.395496
"12","2007-01-19",24.640236
"13","2007-01-22",24.503181
"14","2007-01-23",24.581497
"15","2007-01-24",24.97308
"16","2007-01-25",25.217817
"17","2007-01-26",25.119921
"18","2007-01-29",25.090553
"19","2007-01-30",25.256975
"20","2007-01-31",25.912872
"21","2007-02-01",26.333822
"22","2007-02-02",26.696035
"23","2007-02-05",26.666666
"24","2007-02-06",27.165932
"25","2007-02-07",28.105726
"26","2007-02-08",27.459618
"27","2007-02-09",27.400881
"28","2007-02-12",27.165932
"29","2007-02-13",28.105726
"30","2007-02-14",27.371513
"31","2007-02-15",27.400881
"32","2007-02-16",27.048458
"33","2007-02-20",26.921194
"34","2007-02-21",26.725405
"35","2007-02-22",26.235928
"36","2007-02-23",25.942242
"37","2007-02-26",25.99119
"38","2007-02-27",25.217817
"39","2007-02-28",25.726871
"40","2007-03-01",25.276554
"41","2007-03-02",24.747919
"42","2007-03-05",23.690651
"43","2007-03-06",24.375917
"44","2007-03-07",23.837494
"45","2007-03-08",24.356339
"46","2007-03-09",25.14929
"47","2007-03-12",25.452766
"48","2007-03-13",25.903084
"49","2007-03-14",25.589819
"50","2007-03-15",25.883505
"51","2007-03-16",25.74645
"52","2007-03-19",26.314243
"53","2007-03-20",26.147821
"54","2007-03-21",26.421928
"55","2007-03-22",26.382771
"56","2007-03-23",26.304455
"57","2007-03-26",26.1674
"58","2007-03-27",25.893293
"59","2007-03-28",25.540871
"60","2007-03-29",25.501713
"61","2007-03-30",25.756241
"62","2007-04-02",26.206558
"63","2007-04-03",26.138033
"64","2007-04-04",26.284876
"65","2007-04-05",26.324034
"66","2007-04-09",26.206558
"67","2007-04-10",26.177191
"68","2007-04-11",25.893293
"69","2007-04-12",25.736662
"70","2007-04-13",25.9814
"71","2007-04-16",26.255507
"72","2007-04-17",26.470877
"73","2007-04-18",26.284876
"74","2007-04-19",25.638767
"75","2007-04-20",25.805189
"76","2007-04-23",26.108664
"77","2007-04-24",25.766031
"78","2007-04-25",25.873714
"79","2007-04-26",25.854136
"80","2007-04-27",25.491924
"81","2007-04-30",25.100342
"82","2007-05-01",24.689182
"83","2007-05-02",24.963289
"84","2007-05-03",25.080763
"85","2007-05-04",24.669603
"86","2007-05-07",24.75771
"87","2007-05-08",24.659815
"88","2007-05-09",24.747919
"89","2007-05-10",24.248653
"90","2007-05-11",24.52276
"91","2007-05-14",24.405287
"92","2007-05-15",23.896231
"93","2007-05-16",23.759178
"94","2007-05-17",23.259912
"95","2007-05-18",23.11307
"96","2007-05-21",23.054333
"97","2007-05-22",23.269701
"98","2007-05-23",23.250122
"99","2007-05-24",22.819384
"100","2007-05-25",23.103279
"101","2007-05-29",23.534019
"102","2007-05-30",24.326971
"103","2007-05-31",24.982868
"104","2007-06-01",24.826237
"105","2007-06-04",24.865395
"106","2007-06-05",24.248653
"107","2007-06-06",23.984337
"108","2007-06-07",23.181595
"109","2007-06-08",23.759178
"110","2007-06-11",23.49486
"111","2007-06-12",23.171806
"112","2007-06-13",23.534019
"113","2007-06-14",23.269701
"114","2007-06-15",23.416544
"115","2007-06-18",23.0837
"116","2007-06-19",23.093491
"117","2007-06-20",22.643171
"118","2007-06-21",22.790014
"119","2007-06-22",22.535486
"120","2007-06-25",22.437592
"121","2007-06-26",22.202642
"122","2007-06-27",22.535486
"123","2007-06-28",22.45717
"124","2007-06-29",22.633383
"125","2007-07-02",23.269701
"126","2007-07-03",23.338228
"127","2007-07-05",25.462555
"128","2007-07-06",24.640236
"129","2007-07-09",24.747919
"130","2007-07-10",24.062653
"131","2007-07-11",24.013706
"132","2007-07-12",24.111601
"133","2007-07-13",24.297602
"134","2007-07-16",23.994125
"135","2007-07-17",23.534019
"136","2007-07-18",23.348017
"137","2007-07-19",23.602545
"138","2007-07-20",23.064121
"139","2007-07-23",22.819384
"140","2007-07-24",22.27117
"141","2007-07-25",21.879589
"142","2007-07-26",20.978952
"143","2007-07-27",20.342634
"144","2007-07-30",20.792952
"145","2007-07-31",20.675478
"146","2007-08-01",21.370533
"147","2007-08-02",21.625061
"148","2007-08-03",20.851688
"149","2007-08-06",21.722956
"150","2007-08-07",21.908957
"151","2007-08-08",22.838963
