"","date","OMCL"
"1","2007-01-03",18.299999
"2","2007-01-04",18.02
"3","2007-01-05",17.049999
"4","2007-01-08",17.4
"5","2007-01-09",16.52
"6","2007-01-10",17.709999
"7","2007-01-11",17.690001
"8","2007-01-12",17.9
"9","2007-01-16",18.040001
"10","2007-01-17",17.51
"11","2007-01-18",17.52
"12","2007-01-19",18.77
"13","2007-01-22",19
"14","2007-01-23",19.200001
"15","2007-01-24",19.08
"16","2007-01-25",19.09
"17","2007-01-26",19.200001
"18","2007-01-29",19.51
"19","2007-01-30",18.620001
"20","2007-01-31",20.73
"21","2007-02-01",20.950001
"22","2007-02-02",21.4
"23","2007-02-05",20.799999
"24","2007-02-06",20.9
"25","2007-02-07",20.950001
"26","2007-02-08",20.940001
"27","2007-02-09",20.209999
"28","2007-02-12",20.6
"29","2007-02-13",20.75
"30","2007-02-14",20.610001
"31","2007-02-15",20.700001
"32","2007-02-16",20.9
"33","2007-02-20",21.129999
"34","2007-02-21",20.77
"35","2007-02-22",20.65
"36","2007-02-23",20.91
"37","2007-02-26",20.379999
"38","2007-02-27",19.610001
"39","2007-02-28",19.41
"40","2007-03-01",19.879999
"41","2007-03-02",18.99
"42","2007-03-05",19.26
"43","2007-03-06",19.709999
"44","2007-03-07",19.469999
"45","2007-03-08",19.370001
"46","2007-03-09",19.41
"47","2007-03-12",19.530001
"48","2007-03-13",19.41
"49","2007-03-14",19.43
"50","2007-03-15",19.34
"51","2007-03-16",19
"52","2007-03-19",19.59
"53","2007-03-20",19.450001
"54","2007-03-21",20.24
"55","2007-03-22",19.77
"56","2007-03-23",20.889999
"57","2007-03-26",20.209999
"58","2007-03-27",20.83
"59","2007-03-28",20.67
"60","2007-03-29",20.5
"61","2007-03-30",20.92
"62","2007-04-02",20.549999
"63","2007-04-03",20.450001
"64","2007-04-04",20.25
"65","2007-04-05",20.200001
"66","2007-04-09",20.43
"67","2007-04-10",21.24
"68","2007-04-11",20.58
"69","2007-04-12",20.42
"70","2007-04-13",20.700001
"71","2007-04-16",21.34
"72","2007-04-17",20.889999
"73","2007-04-18",21.030001
"74","2007-04-19",21.08
"75","2007-04-20",22.040001
"76","2007-04-23",21.73
"77","2007-04-24",22.629999
"78","2007-04-25",24.09
"79","2007-04-26",24.209999
"80","2007-04-27",23.93
"81","2007-04-30",22.940001
"82","2007-05-01",22.860001
"83","2007-05-02",23.860001
"84","2007-05-03",23.530001
"85","2007-05-04",23.389999
"86","2007-05-07",23
"87","2007-05-08",22.99
"88","2007-05-09",22.879999
"89","2007-05-10",22.26
"90","2007-05-11",22.15
"91","2007-05-14",21.68
"92","2007-05-15",21.59
"93","2007-05-16",22.16
"94","2007-05-17",21.65
"95","2007-05-18",21.879999
"96","2007-05-21",22
"97","2007-05-22",22.030001
"98","2007-05-23",23.200001
"99","2007-05-24",22.709999
"100","2007-05-25",22.74
"101","2007-05-29",22.889999
"102","2007-05-30",22.360001
"103","2007-05-31",22.51
"104","2007-06-01",22.27
"105","2007-06-04",22.07
"106","2007-06-05",20.709999
"107","2007-06-06",20.51
"108","2007-06-07",20.209999
"109","2007-06-08",20.290001
"110","2007-06-11",19.860001
"111","2007-06-12",19.209999
"112","2007-06-13",20.530001
"113","2007-06-14",20.15
"114","2007-06-15",20.309999
"115","2007-06-18",20.719999
"116","2007-06-19",20.709999
"117","2007-06-20",20.65
"118","2007-06-21",21.040001
"119","2007-06-22",20.879999
"120","2007-06-25",20.780001
"121","2007-06-26",20.4
"122","2007-06-27",20.5
"123","2007-06-28",20.91
"124","2007-06-29",20.780001
"125","2007-07-02",20.98
"126","2007-07-03",20.98
"127","2007-07-05",21.07
"128","2007-07-06",21.15
"129","2007-07-09",21.01
"130","2007-07-10",20.879999
"131","2007-07-11",20.799999
"132","2007-07-12",21.25
"133","2007-07-13",21.379999
"134","2007-07-16",21.16
"135","2007-07-17",21.450001
"136","2007-07-18",20.950001
"137","2007-07-19",21.639999
"138","2007-07-20",24.379999
"139","2007-07-23",25.5
"140","2007-07-24",24.35
"141","2007-07-25",24.530001
"142","2007-07-26",23.51
"143","2007-07-27",23.23
"144","2007-07-30",23.65
"145","2007-07-31",23.879999
"146","2007-08-01",23.93
"147","2007-08-02",24.16
"148","2007-08-03",23.209999
"149","2007-08-06",23.98
"150","2007-08-07",24.110001
"151","2007-08-08",24.1
"152","2007-08-09",24.559999
"153","2007-08-10",24.6
"154","2007-08-13",24.43
"155","2007-08-14",24.24
"156","2007-08-15",23.68
"157","2007-08-16",23.9
"158","2007-08-17",24.200001
"159","2007-08-20",24.49
"160","2007-08-21",24.35
