"","date","FUN"
"1","2007-01-03",27.73
"2","2007-01-04",27.84
"3","2007-01-05",27.639999
"4","2007-01-08",27.549999
"5","2007-01-09",27.65
"6","2007-01-10",27.74
"7","2007-01-11",27.85
"8","2007-01-12",27.93
"9","2007-01-16",28
"10","2007-01-17",27.940001
"11","2007-01-18",27.809999
"12","2007-01-19",27.85
"13","2007-01-22",27.98
"14","2007-01-23",28.18
"15","2007-01-24",28.219999
"16","2007-01-25",28.290001
"17","2007-01-26",28.35
"18","2007-01-29",28.49
"19","2007-01-30",28.52
"20","2007-01-31",28.59
"21","2007-02-01",28.33
"22","2007-02-02",28.610001
"23","2007-02-05",28.559999
"24","2007-02-06",28.83
"25","2007-02-07",28.35
"26","2007-02-08",28.73
"27","2007-02-09",28.549999
"28","2007-02-12",28.639999
"29","2007-02-13",28.540001
"30","2007-02-14",28.549999
"31","2007-02-15",29
"32","2007-02-16",29.219999
"33","2007-02-20",29.33
"34","2007-02-21",29.370001
"35","2007-02-22",29.24
"36","2007-02-23",29.35
"37","2007-02-26",29.49
"38","2007-02-27",29
"39","2007-02-28",28.92
"40","2007-03-01",28.870001
"41","2007-03-02",29.01
"42","2007-03-05",28.99
"43","2007-03-06",29.549999
"44","2007-03-07",29.85
"45","2007-03-08",29.889999
"46","2007-03-09",29.469999
"47","2007-03-12",29.549999
"48","2007-03-13",29.24
"49","2007-03-14",28.969999
"50","2007-03-15",29
"51","2007-03-16",28.870001
"52","2007-03-19",28.959999
"53","2007-03-20",28.790001
"54","2007-03-21",29.030001
"55","2007-03-22",28.98
"56","2007-03-23",28.860001
"57","2007-03-26",28.91
"58","2007-03-27",28.74
"59","2007-03-28",28.75
"60","2007-03-29",28.440001
"61","2007-03-30",28.559999
"62","2007-04-02",28.450001
"63","2007-04-03",28.68
"64","2007-04-04",28.6
"65","2007-04-05",28.690001
"66","2007-04-09",28.58
"67","2007-04-10",28.709999
"68","2007-04-11",28.299999
"69","2007-04-12",28.200001
"70","2007-04-13",28.26
"71","2007-04-16",28.51
"72","2007-04-17",28.889999
"73","2007-04-18",28.870001
"74","2007-04-19",28.76
"75","2007-04-20",28.91
"76","2007-04-23",28.91
"77","2007-04-24",28.99
"78","2007-04-25",29.02
"79","2007-04-26",28.860001
"80","2007-04-27",28.889999
"81","2007-04-30",29.110001
"82","2007-05-01",28.700001
"83","2007-05-02",29.02
"84","2007-05-03",29.25
"85","2007-05-04",29
"86","2007-05-07",29.040001
"87","2007-05-08",28.879999
"88","2007-05-09",28.85
"89","2007-05-10",28.84
"90","2007-05-11",29.07
"91","2007-05-14",28.950001
"92","2007-05-15",28.879999
"93","2007-05-16",29.1
"94","2007-05-17",28.74
"95","2007-05-18",28.84
"96","2007-05-21",28.91
"97","2007-05-22",28.9
"98","2007-05-23",29.02
"99","2007-05-24",28.950001
"100","2007-05-25",29.24
"101","2007-05-29",29.190001
"102","2007-05-30",29.190001
"103","2007-05-31",29.16
"104","2007-06-01",29.25
"105","2007-06-04",29.280001
"106","2007-06-05",29.120001
"107","2007-06-06",28.780001
"108","2007-06-07",28.360001
"109","2007-06-08",28.5
"110","2007-06-11",28.49
"111","2007-06-12",28.299999
"112","2007-06-13",28.32
"113","2007-06-14",28.200001
"114","2007-06-15",28.26
"115","2007-06-18",28.389999
"116","2007-06-19",28.389999
"117","2007-06-20",28.35
"118","2007-06-21",28.280001
"119","2007-06-22",28.43
"120","2007-06-25",28.07
"121","2007-06-26",28.389999
"122","2007-06-27",28.27
"123","2007-06-28",28.26
"124","2007-06-29",28.219999
"125","2007-07-02",28.389999
"126","2007-07-03",28.6
"127","2007-07-05",28.540001
"128","2007-07-06",28.84
"129","2007-07-09",29.799999
"130","2007-07-10",29.469999
"131","2007-07-11",29.360001
"132","2007-07-12",29.66
"133","2007-07-13",28.98
"134","2007-07-16",28.75
"135","2007-07-17",28.83
"136","2007-07-18",28.9
"137","2007-07-19",29
"138","2007-07-20",28.6
"139","2007-07-23",28.809999
"140","2007-07-24",28.190001
"141","2007-07-25",28.799999
"142","2007-07-26",28.77
"143","2007-07-27",28.049999
"144","2007-07-30",28.49
"145","2007-07-31",28.73
"146","2007-08-01",27.9
"147","2007-08-02",27.74
"148","2007-08-03",27.35
"149","2007-08-06",27.190001
"150","2007-08-07",27.77
"151","2007-08-08",27.790001
"152","2007-08-09",27.709999
"153","2007-08-10",26.700001
"154","2007-08-13",25.99
"155","2007-08-14",25.98
"156","2007-08-15",26.15
"157","2007-08-16",25.73
"158","2007-08-17",26.200001
"159","2007-08-20",25.91
"160","2007-08-21",26.25
"161","2007-08-22",27.02
"162","2007-08-23",26.6
"163","2007-08-24",26.59
"164","2007-08-27",25.92
"165","2007-08-28",25.719999
"166","2007-08-29",25.629999
"167","2007-08-30",25.34
"168","2007-08-31",25.309999
"169","2007-09-04",25.75
"170","2007-09-05",25.809999
"171","2007-09-06",25.85
"172","2007-09-07",25.879999
"173","2007-09-10",25.469999
"174","2007-09-11",25.280001
"175","2007-09-12",25.129999
"176","2007-09-13",25.16
"177","2007-09-14",23.84
"178","2007-09-17",24.5
"179","2007-09-18",25.16
"180","2007-09-19",25.290001
"181","2007-09-20",25.01
"182","2007-09-21",25.030001
"183","2007-09-24",25.01
"184","2007-09-25",24.700001
"185","2007-09-26",24.1
"186","2007-09-27",24.280001
"187","2007-09-28",23.85
"188","2007-10-01",23.85
"189","2007-10-02",24.389999
"190","2007-10-03",24.75
"191","2007-10-04",24.58
"192","2007-10-05",24.700001
"193","2007-10-08",24.51
"194","2007-10-09",24.450001
"195","2007-10-10",24.139999
"196","2007-10-11",23.280001
"197","2007-10-12",23.25
"198","2007-10-15",23.190001
"199","2007-10-16",23.120001
"200","2007-10-17",23.440001
"201","2007-10-18",23.200001
"202","2007-10-19",23.129999
"203","2007-10-22",23.25
"204","2007-10-23",23.49
"205","2007-10-24",23.65
"206","2007-10-25",23.52
"207","2007-10-26",23.799999
"208","2007-10-29",24.24
"209","2007-10-30",24.309999
"210","2007-10-31",24.58
"211","2007-11-01",23.57
"212","2007-11-02",23.059999
"213","2007-11-05",23.17
"214","2007-11-06",23.4
"215","2007-11-07",21.860001
"216","2007-11-08",21.4
"217","2007-11-09",21.700001
"218","2007-11-12",22.389999
"219","2007-11-13",22.950001
"220","2007-11-14",22.34
"221","2007-11-15",23.549999
"222","2007-11-16",24.26
"223","2007-11-19",24.07
"224","2007-11-20",24.049999
"225","2007-11-21",24.040001
"226","2007-11-23",24.01
"227","2007-11-26",24
"228","2007-11-27",24.08
"229","2007-11-28",23.74
"230","2007-11-29",23.73
