"","date","LAWS"
"1","2007-01-03",44.970001
"2","2007-01-04",45.869999
"3","2007-01-05",43.509998
"4","2007-01-08",43
"5","2007-01-09",42.299999
"6","2007-01-10",42.68
"7","2007-01-11",40.439999
"8","2007-01-12",41.959999
"9","2007-01-16",41.990002
"10","2007-01-17",41.689999
"11","2007-01-18",40.610001
"12","2007-01-19",40.779999
"13","2007-01-22",39.900002
"14","2007-01-23",41.860001
"15","2007-01-24",42.029999
"16","2007-01-25",41.029999
"17","2007-01-26",40.860001
"18","2007-01-29",41.540001
"19","2007-01-30",43.209999
"20","2007-01-31",44.389999
"21","2007-02-01",47
"22","2007-02-02",44.139999
"23","2007-02-05",42.43
"24","2007-02-06",42.93
"25","2007-02-07",44.200001
"26","2007-02-08",45.619999
"27","2007-02-09",43.720001
"28","2007-02-12",42.470001
"29","2007-02-13",41.59
"30","2007-02-14",41.290001
"31","2007-02-15",41.779999
"32","2007-02-16",42.049999
"33","2007-02-20",42.75
"34","2007-02-21",42.720001
"35","2007-02-22",43.150002
"36","2007-02-23",43.740002
"37","2007-02-26",43.52
"38","2007-02-27",42.18
"39","2007-02-28",39.189999
"40","2007-03-01",37.860001
"41","2007-03-02",36.09
"42","2007-03-05",34.580002
"43","2007-03-06",36.27
"44","2007-03-07",35.139999
"45","2007-03-08",34.540001
"46","2007-03-09",34.759998
"47","2007-03-12",35.669998
"48","2007-03-13",34.68
"49","2007-03-14",35.639999
"50","2007-03-15",37.200001
"51","2007-03-16",37.509998
"52","2007-03-19",38.459999
"53","2007-03-20",38.32
"54","2007-03-21",40.43
"55","2007-03-22",40.810001
"56","2007-03-23",41
"57","2007-03-26",42.330002
"58","2007-03-27",41.009998
"59","2007-03-28",39.43
"60","2007-03-29",37.59
"61","2007-03-30",37.880001
"62","2007-04-02",36.84
"63","2007-04-03",39.700001
"64","2007-04-04",38.860001
"65","2007-04-05",38.93
"66","2007-04-09",37.560001
"67","2007-04-10",37.07
"68","2007-04-11",35.889999
"69","2007-04-12",36.060001
"70","2007-04-13",36.580002
"71","2007-04-16",38.130001
"72","2007-04-17",36.049999
"73","2007-04-18",36.48
"74","2007-04-19",36.419998
"75","2007-04-20",37.099998
"76","2007-04-23",36.810001
"77","2007-04-24",36.779999
"78","2007-04-25",37.720001
"79","2007-04-26",36.939999
"80","2007-04-27",36.459999
"81","2007-04-30",35.75
"82","2007-05-01",36.580002
"83","2007-05-02",37.34
"84","2007-05-03",37.75
"85","2007-05-04",36.709999
"86","2007-05-07",36.09
"87","2007-05-08",36.709999
"88","2007-05-09",36.48
"89","2007-05-10",35.810001
"90","2007-05-11",36.029999
"91","2007-05-14",35.790001
"92","2007-05-15",35.759998
"93","2007-05-16",36.82
"94","2007-05-17",36.68
"95","2007-05-18",36.459999
"96","2007-05-21",36.119999
"97","2007-05-22",36.369999
"98","2007-05-23",35.889999
"99","2007-05-24",35.880001
"100","2007-05-25",35.950001
"101","2007-05-29",36.200001
"102","2007-05-30",35.790001
"103","2007-05-31",36.830002
"104","2007-06-01",36.529999
"105","2007-06-04",36.669998
"106","2007-06-05",35.82
"107","2007-06-06",35.689999
"108","2007-06-07",35.580002
"109","2007-06-08",35.200001
"110","2007-06-11",35.41
"111","2007-06-12",35.32
"112","2007-06-13",35.119999
"113","2007-06-14",34.990002
"114","2007-06-15",35.669998
"115","2007-06-18",35.43
"116","2007-06-19",39
"117","2007-06-20",37.52
"118","2007-06-21",39.060001
"119","2007-06-22",37.259998
"120","2007-06-25",37.27
"121","2007-06-26",36.529999
"122","2007-06-27",38.540001
"123","2007-06-28",39.290001
"124","2007-06-29",38.700001
"125","2007-07-02",38.73
"126","2007-07-03",38.869999
